Date,Ticker,Raw_Momentum,Sector,Mom_Winsorized,Z_Momentum,Momentum_Quintile,Forward_Return,EV/EBIT,ROIC,Realized_Vol,Z_LowVol,Defensive_Quintile,Value_Quintile,Quality_Quintile
2022-09-01,DHI,-0.06326103795874782,Consumer Cyclical,-0.06326103795874782,0.2743955617484704,4,0.14149953588050224,4.06161,24.3768,0.3804503839632173,-0.02050033559389295,3,5,5
2022-09-01,DHR,-0.039503399269310346,Healthcare,-0.039503399269310346,-0.1492208817899982,3,-0.024714350982283362,25.63734,9.6256,0.33663395772920296,-0.3984544947570886,2,2,4
2022-09-01,DIS,-0.37282025234086746,Communication Services,-0.37282025234086746,-0.9984407795909604,1,0.12943921053073004,33.87114,2.0018,0.35247853335184365,0.15576985911765545,3,1,2
2022-09-01,DLR,-0.052322122841261365,Real Estate,-0.052322122841261365,-0.5825821627076512,2,0.021155538165637422,74.88862,-0.268,0.31767321469534193,-0.8330184170100589,1,1,1
2022-09-01,DLTR,0.7275386387540717,Consumer Defensive,0.4062210851395283,1.8903850948226812,5,0.1645848118437796,18.51239,8.9375,0.3700177340174111,-2.788206763166934,1,3,4
2022-09-01,DOC,-0.15181867253141756,Real Estate,-0.15181867253141756,-1.479583485236595,1,0.03533994886526548,61.32846,-3.2417,0.2471927007833391,0.5876284567811124,4,1,1
2022-09-01,DOV,-0.13175770667639597,Industrials,-0.13175770667639597,-0.6750330101881343,2,0.12103283296652667,15.95263,11.7631,0.28065544075635696,0.3214827745328556,3,4,4
2022-09-01,DOW,-0.04303598600914482,Basic Materials,-0.04303598600914482,-0.5649509349959418,2,0.06396550803206713,5.08548,13.441,0.2869206486577485,0.6729950230515966,4,5,4
2022-09-01,DPZ,-0.17018593793869818,Consumer Cyclical,-0.17018593793869818,-0.3549578430037105,2,0.07442406974416205,24.8153,28.7434,0.2860401292792184,0.9211270489396576,5,2,5
2022-09-01,DRI,-0.15891199845545168,Consumer Cyclical,-0.15891199845545168,-0.2886001265122134,2,0.13315385183042006,18.0328,4.1731,0.32037189023739976,0.5787095182838227,4,3,2
2022-09-01,DTE,0.20052530740165864,Utilities,0.20052530740165864,0.08617744388330414,3,-0.01890585299744374,29.11206,0.1544,0.2057673036462002,0.7872330117038183,4,2,1
2022-09-01,DUK,0.15919580702501768,Utilities,0.15919580702501768,-0.23893209606160784,3,0.0017202581768249736,25.92368,0.6416,0.22078988627294327,0.4990636306716956,4,2,2
2022-09-01,DVA,-0.27610526306809413,Healthcare,-0.27610526306809413,-1.1494456877290449,1,-0.1179170581451694,13.08437,5.6726,0.3054274932517915,-0.03437485959611762,3,4,3
2022-09-01,DVN,0.8970245807481643,Energy,0.4062210851395283,0.5073308622083597,4,0.3159795795120073,7.18956,17.8648,0.5219795457919115,-1.2441313646794536,1,5,5
2022-09-01,DXCM,-0.39962693172156294,Healthcare,-0.3747722400076763,-1.5665563405255731,1,0.4996274820753279,120.61211,5.557,0.4555236094199504,-1.7855164941487207,1,1,3
2022-09-01,EA,-0.0737267720822331,Communication Services,-0.0737267720822331,0.6854469163992561,4,0.08858354334843854,27.11345,7.0559,0.2381206665363676,1.2121148136731812,5,2,3
2022-09-01,EBAY,-0.29412881842454563,Consumer Cyclical,-0.29412881842454563,-1.0844780374877583,1,0.08231465043165298,11.40784,-0.6234,0.3478405862056878,0.30474270792259467,3,4,1
2022-09-01,ECL,-0.19947471598050892,Basic Materials,-0.19947471598050892,-1.3204911305323628,1,0.09112172597600998,30.14621,3.458,0.3015217711469533,0.5262912717957241,4,2,2
2022-09-01,ED,0.4060887342717858,Utilities,0.4060887342717858,1.7031975029261337,5,0.025652730496506848,23.358,1.2012,0.2126381943025271,0.6554327509385107,4,2,2
2022-09-01,EFX,-0.17016574914583826,Industrials,-0.17016574914583826,-0.890831499791585,1,-0.008991277404406195,24.71812,6.623,0.32175975904685417,-0.2015392895316027,2,2,3
2022-09-01,EG,0.06067990171897031,Financial Services,0.06067990171897031,0.6955163906622146,4,0.229462134605668,11.65206,4.3546,0.29863756926585733,-0.07434143615312523,2,4,3
2022-09-01,EIX,0.26152628529234834,Utilities,0.26152628529234834,0.5660283899992832,4,0.07340774394843397,17.73546,-1.2701,0.267866416000596,-0.40397779501551656,2,3,1
2022-09-01,EL,-0.08365933623811195,Consumer Defensive,-0.08365933623811195,-1.5296649308953465,1,-0.07137566800827955,26.55438,10.6441,0.31583740290113305,-1.6275117231880665,1,2,4
2022-09-01,ELV,0.2942272324387072,Healthcare,0.2942272324387072,1.2616118605080493,5,0.20688788865963836,15.24552,8.1998,0.2911359999826566,0.13236115944565635,3,4,3
2022-09-01,EME,0.011891562326262761,Industrials,0.011891562326262761,0.13207126512287148,3,0.2218566178899155,11.63519,13.5422,0.24194536626466762,0.8140398561914258,4,4,4
2022-09-01,EMR,-0.027685824810308457,Industrials,-0.027685824810308457,-0.09029727587523285,3,0.18273694660641016,18.66769,8.5197,0.2669689852246038,0.49563280352382066,4,3,3
2022-09-01,EOG,0.47594661646135705,Energy,0.4062210851395283,0.5073308622083597,4,0.23697016402194748,9.66788,10.1191,0.452837015225812,-0.3581376183746345,2,5,4
2022-09-01,EPAM,-0.3877962208015968,Technology,-0.3747722400076763,-1.6485862105520284,1,-0.03365637471834493,34.1725,13.8853,0.46873787277467094,-1.090060714595798,1,1,4
2022-09-01,EQIX,-0.09793398495398797,Real Estate,-0.09793398495398797,-0.9937914032846785,1,-0.004219088197640497,99.78191,-1.7253,0.32533878415692435,-0.9875301634059881,1,1,1
2022-09-01,EQR,-0.0019796920410011243,Real Estate,-0.0019796920410011243,-0.12872494707776125,3,-0.05389159257889109,54.13578,1.7124,0.24418362611768518,0.6482811433109343,4,1,2
2022-09-01,EQT,1.17191757261641,Energy,0.4062210851395283,0.5073308622083597,4,0.02674842557202628,999.0,-6.373,0.5370728913269134,-1.437537791163155,1,1,1
2022-09-01,ERIE,0.16000598972391455,Financial Services,0.16000598972391455,1.3246430638982627,5,0.15608847572885765,32.58682,6.9313,0.19977966304588338,1.2398968363032066,5,1,3
2022-09-01,ES,0.11041461795044327,Utilities,0.11041461795044327,-0.6226587270025455,2,-0.014403141165013289,23.57892,1.4059,0.21718015020232265,0.5683070780206414,4,2,2
2022-09-01,ESS,-0.07928838892241863,Real Estate,-0.07928838892241863,-0.8256938727497795,2,-0.0742014429633917,45.23773,-1.3595,0.23078460714415525,0.918359685025032,5,1,1
2022-09-01,ETN,0.009440222771520235,Industrials,0.009440222771520235,0.11829822855534775,3,0.12530014722458227,24.54456,3.8648,0.26468857794050776,0.5246493004331316,4,2,2
2022-09-01,ETR,0.19171099854513485,Utilities,0.19171099854513485,0.016841597304901496,3,0.06469239770725088,31.65025,1.1184,0.23883158201530727,0.15298037561330205,3,1,2
2022-09-01,EVRG,0.12697113909121005,Utilities,0.12697113909121005,-0.49242044872408036,2,0.029124410314461224,21.64211,1.4711,0.2125570130114567,0.6569900039741833,4,3,2
2022-09-01,EW,-0.11191589321974538,Healthcare,-0.11191589321974538,-0.4553417700461142,2,-0.1234418163776505,33.05482,23.3913,0.34093192654806387,-0.44859804500248024,2,1,5
2022-09-01,EXC,0.3789350636807538,Utilities,0.3789350636807538,1.4895990496853206,5,0.030165716530982323,17.35363,1.8039,0.2467856997849033,0.0004012052221430143,3,3,2
2022-09-01,EXE,0.6164843096305048,Energy,0.4062210851395283,0.5073308622083597,4,0.08555367279371628,10.2752,14.2594,0.4399956709502638,-0.19358838031331937,2,5,4
2022-09-01,EXPD,-0.09855930540692215,Industrials,-0.09855930540692215,-0.4885052834261783,2,0.10802856818182627,7.15513,35.0908,0.2900320051564307,0.20217292412490817,3,5,5
2022-09-01,EXPE,-0.3529590465476422,Consumer Cyclical,-0.3529590465476422,-1.43074915280852,1,-0.002348174182725815,18.55689,3.9067,0.4649882020217879,-0.863662180449678,1,3,2
2022-09-01,EXR,0.16220625631748598,Real Estate,0.16220625631748598,1.351477263721139,5,0.035371830062337795,34.3322,1.5765,0.24191367124951463,0.6940356945779671,4,1,2
2022-09-01,F,0.05498652338956389,Consumer Cyclical,0.05498652338956389,0.9703934570203564,5,0.19375025745758334,13.21187,5.8542,0.5005654779072813,-1.2185022065995446,1,4,3
2022-09-01,FANG,0.3969490076539193,Energy,0.3969490076539193,0.4250993059331111,4,0.30425025201071754,5.59674,15.4183,0.45697763250863954,-0.4111955696586095,2,5,5
2022-09-01,FAST,0.011156455152462774,Industrials,0.011156455152462774,0.1279410099053891,3,0.049739316986677995,21.89744,9.4087,0.2779693880520614,0.3556608095426558,3,3,4
2022-09-01,FCX,-0.021794417318164228,Basic Materials,-0.021794417318164228,-0.46236215173733625,2,0.15953152228905498,5.53509,12.8145,0.555012107384063,-1.8708824782120281,1,5,4
2022-09-01,FDS,0.09520731732144272,Financial Services,0.09520731732144272,0.9142113835863355,5,0.06343273426727047,35.22921,9.9679,0.27651260202634825,0.22370558093369633,3,1,4
2022-09-01,FDX,0.07827766005805992,Industrials,0.07827766005805992,0.5050665728787087,4,0.0854661837002133,14.21026,4.37,0.5793386054330533,-2.9798534125108715,1,4,3
2022-09-01,FE,0.18679760990093253,Utilities,0.18679760990093253,-0.021808507514415428,3,0.019189141028537193,19.82311,1.544,0.2217961618385577,0.4797608373973461,4,3,2
2022-09-01,FFIV,-0.15806418332777317,Technology,-0.15806418332777317,-0.5125928485569425,2,-0.012575085463665148,21.00898,11.6245,0.28585711654179813,0.7825107123858357,4,3,4
2022-09-01,FICO,0.1610836259727273,Technology,0.1610836259727273,1.1603942955996778,5,0.16220476441890908,24.5143,30.8362,0.33974881466122486,0.23069730058292298,3,2,5
2022-09-01,FIS,-0.14654778938088864,Technology,-0.14654778938088864,-0.45222339447104626,2,0.10414818982136276,50.91083,-0.3047,0.2900708427301319,0.739365094312436,4,1,1
2022-09-01,FISV,-0.025990780597458185,Unknown,-0.025990780597458185,0.0,3,0.0980014769568558,28.32659,3.7863,0.2508333588152149,0.0,3,2,2
2022-09-01,FITB,-0.17243698449527634,Financial Services,-0.17243698449527634,-0.7810347757525439,2,0.12814923212721419,0.0,0.0,0.3126491755901947,-0.2630927877079514,2,5,1
2022-09-01,FOX,-0.1623101031539229,Communication Services,-0.1623101031539229,0.18672530891901357,3,-0.04561392546924281,999.0,-159.2506,0.29424875448696114,0.6936491919671764,4,1,1
2022-09-01,FOXA,-0.16975669993332765,Communication Services,-0.16975669993332765,0.1448011831139409,3,-0.058996063706700186,8.14429,4.5911,0.3035500412895109,0.6077314701841947,4,5,3
2022-09-01,FRT,-0.07067499101899888,Real Estate,-0.07067499101899888,-0.7480406341711964,2,0.11077331907011234,36.57111,-0.8286,0.2598945936720989,0.33160160024915625,3,1,1
2022-09-01,FSLR,0.03886443662323602,Technology,0.03886443662323602,0.5197158181283865,4,0.1005519212380257,95.10432,3.055,0.5367606159648405,-1.7865661748019215,1,1,2
2022-09-01,FTNT,0.021264219965023257,Technology,0.021264219965023257,0.42745469226292077,4,0.16344389588275932,53.70705,49.7453,0.5372249636757331,-1.7913207715868051,1,1,5
2022-09-01,FTV,-0.08293182984582981,Technology,-0.08293182984582981,-0.11874567861703898,3,0.09605479166294728,27.44926,4.4217,0.28205617489339,0.8214297045917205,4,2,3
2022-09-01,GD,0.18276535497246793,Industrials,0.18276535497246793,1.0921385842319296,5,0.17735773381268616,16.49317,6.3885,0.20767712888872145,1.2500778441602411,5,3,3
2022-09-01,GDDY,0.06427551726093128,Technology,0.06427551726093128,0.6529218436347779,4,0.134311577897273,29.6017,8.8081,0.3024020159289551,0.6131024788851741,4,2,3
2022-09-01,GE,-0.2799455482294171,Industrials,-0.2799455482294171,-1.5076375984115493,1,0.25838428418638126,23.78031,-5.9998,0.31760312723390965,-0.1486492224832256,2,2,1
2022-09-01,GEN,-0.016189815034164834,Technology,-0.016189815034164834,0.23111895933788348,3,0.118669195837523,12.63373,16.9104,0.3532341521809615,0.09261684727100099,3,4,5
2022-09-01,GILD,-0.10502674289384173,Healthcare,-0.10502674289384173,-0.42621816578882893,2,0.28626692537270215,9.01614,0.9925,0.25889634307350806,0.5084948459032811,4,5,2
2022-09-01,GIS,0.27941305447948506,Consumer Defensive,0.27941305447948506,1.0050878067610105,5,0.06487418655777621,16.36247,7.1578,0.18883262309513166,0.8309674453385298,4,3,3
2022-09-01,GL,0.13860137961812136,Financial Services,0.13860137961812136,1.1890672910247548,5,0.15867607257831717,12.02441,8.1702,0.20010059442476474,1.2398968363032066,5,4,3
2022-09-01,GLW,0.02845148126904662,Technology,0.02845148126904662,0.46513063868310683,4,0.10854572875574742,15.21272,10.0638,0.27501087969797033,0.893568614936091,5,4,4
2022-09-01,GM,-0.31208500012015017,Consumer Cyclical,-0.31208500012015017,-1.1901670218926679,1,0.22312265623016003,13.59117,5.0207,0.41591658582573204,-0.3742325335518211,2,4,3
2022-09-01,GNRC,-0.34348012093524305,Industrials,-0.34348012093524305,-1.8646113972826106,1,-0.3493319632915368,21.73709,16.3914,0.6118706956176537,-2.9798534125108715,1,3,5
2022-09-01,GOOG,-0.124754692784812,Communication Services,-0.124754692784812,0.3981611897136223,4,-0.015496627484227976,16.31292,26.1926,0.3587051387371093,0.09825354331100639,3,3,5
2022-09-01,GOOGL,-0.12983637186569819,Communication Services,-0.12983637186569819,0.3695514825682988,4,-0.01191856727256202,16.31292,26.1926,0.3570591330085111,0.11345800536502297,3,3,5
2022-09-01,GPC,0.295400429004963,Consumer Cyclical,0.295400429004963,2.3854549635281237,5,0.19800559286227237,16.55515,8.7349,0.20457487575781383,1.733643802130071,5,3,3
2022-09-01,GPN,-0.21804426836675916,Industrials,-0.21804426836675916,-1.1598405788287376,1,0.05947291898543683,23.07413,-0.5581,0.2984671109068223,0.09484243906509988,3,2,1
2022-09-01,GRMN,-0.357714492564416,Technology,-0.357714492564416,-1.5591687326649253,1,0.10533875794454084,12.97031,8.5558,0.3527680682056662,0.09738922219272662,3,4,3
2022-09-01,GS,-0.10274440508993465,Financial Services,-0.10274440508993465,-0.3396053234183374,2,0.17560167339622557,0.0,0.0,0.2856841562343786,0.10015491782255928,3,5,1
2022-09-01,GWW,0.39723909462003193,Industrials,0.39723909462003193,2.2971755009758956,5,0.1945257379081584,15.95825,20.1859,0.2877667295515783,0.2309968816018693,3,4,5
2022-09-01,HAL,0.3666800453413135,Energy,0.3666800453413135,0.15665203705883432,3,0.4852241651704998,15.85315,6.9381,0.48209803865033357,-0.7330889479303387,1,4,3
2022-09-01,HAS,-0.09768156458856536,Consumer Cyclical,-0.09768156458856536,0.07179845263823716,3,-0.03218619936049527,15.57292,2.1515,0.2846111728093126,0.9353791505558792,5,4,2
2022-09-01,HBAN,-0.10295634690044664,Financial Services,-0.10295634690044664,-0.34094775267177174,2,0.1644018501219522,0.0,0.0,0.2992243341452181,-0.08224578783562138,2,5,1
2022-09-01,HCA,-0.1168469837303675,Healthcare,-0.1168469837303675,-0.4761877556603672,2,0.18643511155757686,10.53585,15.5189,0.3773807686728098,-0.8738394610053382,1,4,5
2022-09-01,HD,-0.06329260022330585,Consumer Cyclical,-0.06329260022330585,0.2742097881946489,4,0.07316785952374216,14.44476,20.5617,0.28386536471193413,0.9428176786103686,5,4,5
2022-09-01,HIG,-0.0671081091784087,Financial Services,-0.0671081091784087,-0.11388673584889947,3,0.16903460125945768,9.08044,7.6456,0.22897906727183573,0.8640332294138472,5,5,3
2022-09-01,HII,0.14393320136021392,Industrials,0.14393320136021392,0.8739571941170671,5,0.160586943656285,15.86682,7.8141,0.20489958280282525,1.2854200648148393,5,4,3
2022-09-01,HLT,-0.029475405449529868,Consumer Cyclical,-0.029475405449529868,0.47325572299593816,4,0.12137287517066775,24.69474,10.856,0.34499091114789976,0.3331647483081105,3,2,4
2022-09-01,HOLX,-0.032922373466368615,Healthcare,-0.032922373466368615,-0.12139986148634883,3,0.050837051756788876,9.14192,20.3214,0.23595123441163318,0.7761908803704701,4,5,5
2022-09-01,HON,-0.07973875133492236,Industrials,-0.07973875133492236,-0.3827605778617397,2,0.22189596003174983,19.43927,6.0858,0.23477166218661202,0.9053199374562615,5,3,3
2022-09-01,HOOD,-0.7849334649017045,Financial Services,-0.3747722400076763,-2.0626165709858917,1,0.1564356301020393,0.0,0.0,0.6188989451217987,-3.3272007173515625,1,5,1
2022-09-01,HPE,0.031294480313565076,Technology,0.031294480313565076,0.4800337673079082,4,0.2019482171585476,12.07312,9.1318,0.2906771581163538,0.7331568475216541,4,4,4
2022-09-01,HPQ,0.25340810134199,Technology,0.25340810134199,1.6443633402950406,5,0.11815159925141794,6.12518,73.1136,0.37938501756416537,-0.17514978009943227,2,5,5
2022-09-01,HRL,0.22272941065077312,Consumer Defensive,0.22272941065077312,0.6093567485795001,4,0.022227160070186214,21.23483,4.3545,0.19255758214395738,0.8309674453385298,4,3,2
2022-09-01,HSIC,0.03505774738130252,Healthcare,0.03505774738130252,0.165983348818372,3,0.04090014563943023,13.79682,11.0747,0.199768773660788,1.1830554781954326,5,4,4
2022-09-01,HST,0.09636214915333308,Real Estate,0.09636214915333308,0.7578662149871941,4,0.19760050628787051,31.69332,4.5544,0.3639037179437497,-1.7648677505101409,1,1,3
2022-09-01,HSY,0.3656557152964508,Consumer Defensive,0.3656557152964508,1.607182116869558,5,0.08300447199150862,23.24603,12.0783,0.15913069286381532,0.8309674453385298,4,2,4
2022-09-01,HUBB,0.23278382972774514,Industrials,0.23278382972774514,1.3731711651827778,5,0.06493275023257294,20.01005,7.98,0.2742329374799078,0.4032043809190579,3,3,3
2022-09-01,HUM,0.2470113475210851,Healthcare,0.2470113475210851,1.0620086174451278,5,0.1520680788604476,15.37674,10.8702,0.2654878278938993,0.4315932990999188,3,4,4
2022-09-01,HWM,0.19222997146189624,Industrials,0.19222997146189624,1.1453162473403666,5,0.14936921136197956,19.82924,4.4155,0.27496984146903075,0.39382782241042236,3,3,3
2022-09-01,IBKR,-0.05437607887803819,Financial Services,-0.05437607887803819,-0.033242667132391275,3,0.2541074241650072,0.0,0.0,0.3054764522528501,-0.16646851830487402,2,5,1
2022-09-01,IBM,0.022124324808105778,Technology,0.022124324808105778,0.4319634004638567,4,0.16395917597666032,24.72548,-0.4136,0.20543742499301162,1.6059522797926153,5,2,1
2022-09-01,ICE,-0.10095353191950784,Financial Services,-0.10095353191950784,-0.32826201872841315,2,0.0618161764485432,19.49349,6.6644,0.27072387023255184,0.3016860012063976,3,3,3
2022-09-01,IDXX,-0.3581283534248484,Healthcare,-0.3581283534248484,-1.4961949834335664,1,0.10399019690676514,35.79253,35.7475,0.363993401048028,-0.7176516966360551,2,1,5
2022-09-01,IEX,0.0170382423760298,Industrials,0.0170382423760298,0.16098827598317703,3,0.1123841839687787,21.92135,8.5305,0.22490088329429506,1.0309183019321673,5,3,3
2022-09-01,IFF,-0.04916823727664821,Basic Materials,-0.04916823727664821,-0.5945674009604511,2,0.08349655065048966,28.02897,-0.4712,0.32278592864534605,0.3126411449225118,3,2,1
2022-09-01,INCY,0.1293981053189237,Healthcare,0.1293981053189237,0.564803394845678,4,0.11554617375098997,18.01868,26.5258,0.2451409203579712,0.6689766360587359,4,3,5
2022-09-01,INTC,-0.30307345210366643,Technology,-0.30307345210366643,-1.272737945517948,1,0.10322080411854162,10.72607,10.3364,0.36218321683560456,0.0009846651011217954,3,4,4
2022-09-01,INTU,-0.15124772201179737,Technology,-0.15124772201179737,-0.47686065232077507,2,0.10373869838432981,48.30757,7.1125,0.37966956993820344,-0.17806339800040477,2,1,3
2022-09-01,INVH,0.033863684973636676,Real Estate,0.033863684973636676,0.19441748033461972,3,-0.06159304374760288,49.36395,-0.6975,0.2652227835926931,0.22420345665575814,3,1,1
2022-09-01,IP,-0.1685757334810467,Consumer Cyclical,-0.1685757334810467,-0.3454802783021292,2,0.06025225004207013,8.85165,7.2448,0.3693203885924624,0.0905078220041682,3,5,3
2022-09-01,IPG,-0.16492919936783845,Communication Services,-0.16492919936783845,0.17197987252430094,3,0.16367191386002533,9.37739,6.5828,0.2946932076778075,0.6895436949099061,4,5,3
2022-09-01,IQV,0.0030475536728271635,Healthcare,0.0030475536728271635,0.030661550096786318,3,0.15750247805801454,28.97887,6.2978,0.33071094656842076,-0.32935189763228867,2,2,3
2022-09-01,IR,-0.01086558531061943,Industrials,-0.01086558531061943,0.004208511075223545,3,0.1673600807285105,29.57895,5.1132,0.35444356814601746,-0.6174165989598217,2,2,3
2022-09-01,IRM,0.17435842495966924,Real Estate,0.17435842495966924,1.4610339405866042,5,0.15174285705076418,28.9232,-2.7013,0.3993358198847136,-2.4790581282523805,1,2,1
2022-09-01,ISRG,-0.30542674772803435,Healthcare,-0.30542674772803435,-1.273401077737195,1,0.3149274328341394,40.74739,12.4946,0.36348495501123185,-0.7117197575113975,2,1,4
2022-09-01,IT,-0.12636564854371657,Technology,-0.12636564854371657,-0.3464277061467202,2,0.09118511967800869,25.33018,21.1348,0.3068821819591678,0.5672287026108283,4,2,5
2022-09-01,ITW,0.02881864520295263,Industrials,0.02881864520295263,0.22717735966253286,3,0.19028300665629905,19.19949,10.3118,0.26524121613813234,0.5176173879036569,4,3,4
2022-09-01,IVZ,-0.24612863234082194,Financial Services,-0.24612863234082194,-1.247794135610175,1,0.11824810878333492,7.34422,4.1652,0.37510192540646176,-1.1043982499989304,1,5,2
2022-09-01,J,0.04140610200638095,Industrials,0.04140610200638095,0.29790093710831556,4,0.06424902498594043,16.90531,3.1758,0.290645545599285,0.19436607554659513,3,3,2
2022-09-01,JBHT,0.10251406014865405,Industrials,0.10251406014865405,0.6412406186436372,4,0.09365820630703348,15.16225,17.3939,0.30517735811566166,0.009459503852638374,3,4,5
2022-09-01,JBL,0.02067804054683342,Technology,0.02067804054683342,0.42438191343686454,4,0.11332537639293694,8.11315,15.8316,0.3236112203986362,0.3959350136087095,3,5,5
2022-09-01,JCI,-0.1915064196617915,Industrials,-0.1915064196617915,-1.0107356700739314,1,0.1832140406230729,15.0303,0.6204,0.3145298717747653,-0.10954431865586696,2,4,2
2022-09-01,JKHY,0.2805518975951886,Technology,0.2805518975951886,1.7866523388463358,5,0.09484225052359796,30.17295,14.7828,0.22810960825637935,1.3738049317566479,5,2,4
2022-09-01,JNJ,0.10171379455608198,Healthcare,0.10171379455608198,0.44776909124497266,4,0.0649484737591699,17.24328,6.6277,0.16440205178402909,1.1830554781954326,5,3,3
2022-09-01,JPM,-0.28146981581914043,Financial Services,-0.28146981581914043,-1.4716434951946633,1,0.20459330738578685,0.0,0.0,0.26544987929349306,0.37273231058679845,3,5,1
2022-09-01,K,0.1873054562402603,Consumer Defensive,0.1873054562402603,0.36204803627782006,4,0.10278490723396749,16.47077,5.7206,0.1745124241019903,0.8309674453385298,4,3,3
2022-09-01,KDP,0.1578222767197397,Consumer Defensive,0.1578222767197397,0.15621423587028233,3,0.0902735192205879,23.40621,2.882,0.19143691220169184,0.8309674453385298,4,2,2
2022-09-01,KEY,-0.13115562021929195,Financial Services,-0.13115562021929195,-0.5195605961563163,2,0.11548061517381014,0.0,0.0,0.3077575361555819,-0.1971971628074483,2,5,1
2022-09-01,KEYS,-0.010286610576907496,Technology,-0.010286610576907496,0.26206382212094786,4,0.1066979742057037,21.81103,18.8875,0.2891576116693544,0.7487159436082828,4,3,5
2022-09-01,KHC,0.03263526239846293,Consumer Defensive,0.03263526239846293,-0.7177660925229513,2,0.15352335095697955,12.86824,-0.6085,0.24023488295412157,-0.007893162273894326,3,4,1
2022-09-01,KIM,0.10000353928663475,Real Estate,0.10000353928663475,0.7906948082960795,4,0.17319195771289952,30.31398,1.6175,0.300852580496136,-0.49397177753575094,2,2,2
2022-09-01,KKR,-0.08225546906766823,Financial Services,-0.08225546906766823,-0.20982938623259964,3,0.13093014066791842,0.0,0.0,0.4040090936441439,-1.493808782109587,1,5,1
2022-09-01,KLAC,0.1564495991889885,Technology,0.1564495991889885,1.136102519159587,5,0.04566640631879393,14.20401,35.5522,0.3955611402242643,-0.3407819970511172,2,4,5
2022-09-01,KMB,0.029852275791968808,Consumer Defensive,0.029852275791968808,-0.7371952286952989,2,0.11607679231591184,18.72292,2.4794,0.16965403297461987,0.8309674453385298,4,3,2
2022-09-01,KMI,0.12609197039458553,Energy,0.12609197039458553,-1.9770587580506445,1,0.088942365952702,16.10688,-0.1261,0.2524995907309133,2.2089900785731675,5,4,1
2022-09-01,KO,0.2603161909138869,Consumer Defensive,0.2603161909138869,0.8717650082197119,5,0.0761578100740814,22.46013,3.1837,0.16347006279963322,0.8309674453385298,4,2,2
2022-09-01,KR,0.16415006504254825,Consumer Defensive,0.16415006504254825,0.20039104243728065,3,0.08091441725759752,12.51084,6.0179,0.26365001784689757,-0.5095111917420797,2,4,3
2022-09-01,L,0.08347717381325404,Financial Services,0.08347717381325404,0.8399132177155441,5,0.14406099353961577,12.14071,3.662,0.23155375230443795,0.8293494630788238,4,4,2
2022-09-01,LDOS,0.12973991236638382,Technology,0.12973991236638382,0.9960891417323492,5,0.16595228085166336,16.15957,5.2939,0.20679126823332333,1.592089869002976,5,4,3
2022-09-01,LEN,-0.0822828569083307,Consumer Cyclical,-0.0822828569083307,0.16243430181047352,3,0.08249507203065165,4.19608,14.4445,0.3705271655792906,0.07847169031883651,3,5,4
2022-09-01,LH,-0.06568290281777978,Healthcare,-0.06568290281777978,-0.25989367377872735,3,0.08324775084910319,8.83535,11.5143,0.2631510598760475,0.45885590835868756,4,5,4
2022-09-01,LHX,0.10943669101823206,Industrials,0.10943669101823206,0.6801359434164556,4,0.19177053525008692,19.85867,3.9294,0.252044623536546,0.6855342732372138,4,3,2
2022-09-01,LII,-0.17380534639298661,Industrials,-0.17380534639298661,-0.9112808520157807,1,0.04895142031476252,17.51916,24.7157,0.33001931380100985,-0.30663601793959155,2,3,5
2022-09-01,LIN,0.044301827375315295,Basic Materials,0.044301827375315295,-0.1431421628696447,3,0.10755237645305638,24.6028,2.1485,0.23873328196541102,1.1571542006857007,5,2,2
2022-09-01,LKQ,0.10585009684181523,Consumer Cyclical,0.10585009684181523,1.26977333145596,5,0.1800634390851814,12.47241,10.4519,0.2866951141559995,0.9145943719704368,5,4,4
2022-09-01,LLY,0.4423737946691546,Healthcare,0.4062210851395283,1.7350613413596063,5,0.11980837080487672,34.88269,9.7428,0.2980267059099949,0.051968659300603876,3,1,4
2022-09-01,LMT,0.22495881010472885,Industrials,0.22495881010472885,1.3292057009936626,5,0.2598823054744879,20.1429,8.2054,0.18147133505974247,1.3340528627018977,5,3,3
2022-09-01,LNT,0.11204475645150125,Utilities,0.11204475645150125,-0.6098355964711882,2,-0.015474637893955978,25.42434,2.0283,0.23293177123996617,0.2661529812550317,3,2,2
2022-09-01,LOW,-0.04546145162851212,Consumer Cyclical,-0.04546145162851212,0.3791628354350931,4,0.0380170680916283,12.40948,23.2606,0.3098305531398284,0.6838465260579891,4,4,5
2022-09-01,LRCX,-0.11068863409563057,Technology,-0.11068863409563057,-0.26424809260686827,3,0.11023791994902221,11.28819,33.3986,0.44224032332151636,-0.8187442840806711,1,4,5
2022-09-01,LULU,-0.23274030047031913,Consumer Cyclical,-0.23274030047031913,-0.7231489850927842,2,0.17699245749906511,24.91014,30.2782,0.43554962885421783,-0.5700482425468419,2,2,5
2022-09-01,LUV,-0.25879844480678593,Industrials,-0.25879844480678593,-1.3888209994733833,1,0.1786641798725208,13.67938,4.3199,0.36063060941603176,-0.6961421253783677,2,4,2
2022-09-01,LVS,0.029781523928100295,Consumer Cyclical,0.029781523928100295,0.8220383757359833,4,0.013059599977809366,999.0,9.4566,0.468735181315284,-0.9010337384848254,1,1,4
2022-09-01,LW,0.3131965476395746,Consumer Defensive,0.3131965476395746,1.240943806733584,5,0.11424124934915802,31.4849,8.1637,0.21126916923197245,0.6126338731661923,4,1,3
